author_id,sterling_no,home_grown,diversity,total_topics,total_publications,no_of_paper_venues,total_active_year,h-index,total_cites
000CA19E,2.8880920559303203,0.9626973519767734,3.0,3,1,1,1,0.0,1
000CBE2D,0.26824052200065257,0.8047215660019578,0.3333333333333333,3,6,3,3,0.0,2
000CE250,2.4443031365450496,0.9135370994510171,2.777777777777778,6,6,3,2,4.7,1
000CF411,2.728782058290127,0.9095940194300425,3.0,3,1,1,1,0.0,0
000D411C,5.102618329543394,0.8504363882572323,6.0,4,1,1,1,0.25,0
000E05A8,2.591770765646693,0.8639235885488977,3.0,3,1,1,1,8.6667,0
000E492E,1.1206973188492513,0.890062526173643,1.25,6,4,3,4,0.0,0
000EE8ED,5.574255417600313,0.9038428990966825,6.1875,9,4,2,3,0.0,2
000F1856,1.3676646852923984,0.9307904163160068,1.5,5,4,3,4,0.3667,4
000F329B,1.3926249642114346,0.9702746155539388,1.4444444444444446,4,3,3,3,0.0,3
000F6D55,3.102700429876458,0.919584794998973,3.5,6,4,1,2,4.05,1
000F93F2,0.718628024011017,0.9581706986813561,0.75,3,2,2,2,3.0,2
000FB9C9,1.8802889359305266,0.9285603776575362,2.1239669421487606,8,11,6,7,25.2583,15
00100EC5,1.6899877287340865,0.8867755096061155,2.03125,6,8,5,5,0.0,59
00119DAD,5.1553894285081965,0.8592315714180327,6.0,4,1,1,1,0.0,0
0011BBDD,3.1649675444757213,0.9459654843073028,3.510380622837373,19,34,14,8,0.0,253
0011CE9B,5.655699803852885,0.9426166339754808,6.0,4,2,2,1,0.0,2
0011F01A,2.8294684642357595,0.943156154745253,3.0,3,1,1,1,1.0,0
00129D87,3.997249705988163,0.8869896270737884,4.5,4,2,2,1,3.1333,0
0012C604,5.543729108718307,0.9239548514530512,6.0,4,2,1,1,4.0,0
0012E188,2.1347698000501265,0.9508175154672187,2.3900226757369607,13,21,6,7,204.9,111
001375EB,2.2162745367575485,0.8608694139126133,2.5277777777777777,6,6,4,3,119.817,52
00146176,2.7229855343393754,0.9076618447797918,3.0,3,1,1,1,14.0833,0
0014B87B,4.059307190244353,0.8915723113324235,4.75,5,2,2,1,33.8333,1
0014BD56,2.636442194637513,0.8788140648791709,3.0,3,2,2,1,18.3833,9
00180A45,9.12834871070204,0.9128348710702039,10.0,5,2,1,1,0.0,0
0018A991,1.6025311915860472,0.8820765752567075,1.9375,5,8,3,5,62.75,95
0018BCC2,3.191178885342549,0.914309289475362,3.5555555555555562,5,3,3,2,4.5833,11
0018C15E,0.7746620510312707,0.7746620510312707,1.0,2,4,2,2,0.0,0
001A9D6A,0.6660790870308406,0.8881054493744542,0.75,3,2,1,1,0.0,0
001AC964,2.7275599254197407,0.9091866418065803,3.0,3,1,1,1,3.2667,0
001AF55D,3.097925894175235,0.9307055681999341,3.3333333333333335,5,3,2,3,0.0,1
001BB7C4,2.615879642567547,0.871959880855849,3.0,3,2,1,1,0.0,0
001C3BA5,2.7492933554107166,0.8701497597730992,3.25,4,4,3,4,11.0833,12
001C7E63,2.367790623725079,0.789263541241693,3.0,3,2,2,2,0.0,0
001D6540,2.8182900760933176,0.9394300253644391,3.0,3,1,1,1,99.9167,0
001DDF0E,5.022253096621892,0.8370421827703154,6.0,4,2,1,1,1.0,0
001DE2E8,0.9342504989970465,0.9342504989970465,1.0,2,2,2,1,0.0,1
001E23B3,0.9850497479852678,0.9850497479852678,1.0,2,1,1,1,0.3333,1
001E5C01,0.19366551275781768,0.7746620510312707,0.25,2,2,1,1,9.0714,0
001E6D65,0.5576895733277693,0.9138866480919364,0.6122448979591837,5,7,5,4,0.0,100
001F472E,3.2203799830573163,0.9202609756737661,3.555555555555556,6,3,3,2,0.0,5
00202FF0,0.8168275362605996,0.9158254536841284,0.9008264462809917,5,11,2,6,42.6667,0
00204297,9.132625894730609,0.9132625894730608,10.0,5,2,1,1,16.1667,0
0020459B,0.24756339980986766,0.9902535992394706,0.25,2,2,2,2,0.0,6
0020880F,0.3111155029707081,0.9333465089121243,0.3333333333333333,3,3,1,2,2.75,2
0020A30A,3.19631689932675,0.898244504216655,3.5555555555555562,6,3,2,3,0.0,0
00219748,0.17636151398351127,0.9405947412453934,0.1875,3,4,2,4,0.0,1
00225F2E,5.618293174484009,0.9363821957473347,6.0,4,1,1,1,0.0,1
0022626E,0.9001386094290581,0.9745127187506762,0.9375,3,4,2,2,0.0,0
0022CB8E,1.1629177069624754,0.8301875676919949,1.375,4,4,2,3,11.0,10
0023E734,2.046411069231174,0.9367084233679936,2.2222222222222228,6,3,3,3,0.0,2
002415AE,2.7659061975935275,0.915257638851753,3.000000000000001,7,3,1,2,0.0,1
0024377D,0.3120326194096868,0.9360978582290606,0.3333333333333333,3,3,1,2,0.0,0
00244956,3.6851580086162157,0.9032302020872707,4.208333333333333,10,12,2,4,0.0,0
0024629A,0.7669463789709923,0.7669463789709923,1.0,2,2,1,1,0.0,1
0024EF92,2.2973415929780585,0.9347535742160265,2.611199999999999,15,25,12,11,854.641,51
002513FA,2.0022753521958205,0.9439595398587847,2.1734693877551012,10,14,6,8,0.0,0
00270C72,4.21520933164547,0.9484220996202308,4.4444444444444455,5,3,2,1,1.0,0
00275E34,8.00867275933042,0.9450136168725791,8.4375,7,4,1,2,0.0,0
002775DB,5.6418959608375605,0.9403159934729268,6.0,4,1,1,1,0.0,1
0027ECCE,2.7648685222288836,0.9216228407429612,3.0,3,2,2,1,0.5,11
00293FDF,0.5257709278696139,0.9394142801421668,0.5555555555555556,3,3,3,3,0.0,1
002A9980,3.1395567759841647,0.9067935700357307,3.5,5,2,1,2,0.0,0
002AAF7A,2.628641739220429,0.9509314016031999,2.97086368366285,13,31,11,12,193.817,434
002AD975,4.311715944103974,0.9089239645891911,4.75,5,2,1,2,9.6667,0
002BE383,5.528292348661181,0.9037583348386404,6.125,9,4,1,3,0.0,0
002C06DE,1.7049296687992388,0.9012944431451029,1.875,5,4,3,3,4.7333,0
002C64E1,3.2319722838541027,0.9413417731066183,3.5555555555555576,11,9,7,2,9.1221,8
002C6D25,0.8668047470391105,0.8668047470391105,1.0,2,2,2,1,17.8333,0
002D6052,0.8817595332969274,0.8817595332969274,1.0,2,1,1,1,0.0,0
002D9C1E,2.815567073846263,0.9608545754191957,3.026706979087929,23,63,15,12,0.0,655
002DB9A0,2.8702912317897797,0.9567637439299266,3.0,3,2,1,1,0.0,3
002E1927,1.8449341791909721,0.9407341285458698,2.079584775086506,12,17,11,12,70.2,97
002E3B70,1.1368409630176262,0.9259702058658018,1.2525951557093429,10,17,2,9,20.25,3
002F53CC,3.538669683787381,0.8961397835038435,3.8333333333333335,8,6,4,4,0.0,6
002F7C6F,2.894726021971997,0.9649086739906658,3.0,3,1,1,1,0.0,0
002FFD07,2.2179831211441465,0.9600972794471931,2.3125,5,4,1,2,0.0,0
0030179D,3.3896837599559686,0.9695700176721576,3.5,5,2,1,2,24.6167,1
00303D29,1.0542323733370687,0.8390151909449854,1.25,3,2,2,2,0.0,1
00305B29,2.5093298332151517,0.8364432777383839,3.0,3,2,1,1,0.0,0
0030A929,5.415886732151224,0.9026477886918707,6.0,4,1,1,1,1.144,0
003126CE,0.7746620510312707,0.7746620510312707,1.0,2,1,1,1,0.0,0
00328E77,9.43632879263481,0.9436328792634809,10.0,5,1,1,1,0.0,0
00337ACB,4.4918204261128905,0.9697339641296229,4.897959183673464,10,7,5,3,27.0833,11
0033DA19,2.7679420847279905,0.9226473615759969,3.0,3,2,1,1,0.0,0
0033DC68,5.268338434866816,0.8780564058111361,6.0,4,2,1,1,0.0,0
0034ECD8,2.2645891450751803,0.905835658030072,2.5,5,2,2,2,0.0,6
003595BC,3.5418270373060445,0.9444872099482784,3.75,6,2,1,2,0.25,0
00360BFB,0.8679115510628516,0.9184872940217306,0.9881656804733728,9,13,2,7,0.0,112
00365B49,0.5661581815873695,0.9313075522006424,0.6122448979591838,8,14,5,12,0.0,9
00366FE0,1.8466382886093153,0.9119483508753135,2.222222222222223,9,9,6,4,13.4167,27
0036B125,0.9246889989787074,0.9246889989787074,1.0,2,1,1,1,0.0,0
0036E553,0.6025224070315061,0.903783610547259,0.6666666666666667,4,3,2,2,5.4762,1
00377479,1.2064501135534906,0.971455202753402,1.25,6,4,2,2,19.5583,15
0037B555,5.122690446367823,0.9000592502012318,5.8125,7,4,3,3,1.0,19
0037B7B1,5.518029390935675,0.9196715651559458,6.0,4,1,1,1,0.0,0
0037DB1D,0.873705767627152,0.873705767627152,1.0,2,1,1,1,0.0,0
00384271,2.9976384946219503,0.9992128315406501,3.0,3,1,1,1,39.75,0
00389A78,1.7128799241886505,0.9595377202888238,1.8,3,5,4,3,85.85,183
0038D641,2.760829353079567,0.9202764510265223,3.0,3,1,1,1,28.5,0
0038FCB9,5.674150801852724,0.9456918003087872,6.0,4,1,1,1,16.5,0
003949D8,2.9149838546123905,0.9716612848707967,3.0,3,1,1,1,0.0,0
0039789D,1.6682548781162054,0.8816137064628661,1.9600000000000002,4,5,3,4,4.6333,10
0039C861,5.257863072276918,0.8763105120461531,6.0,4,1,1,1,6.75,0
003AADD2,0.9043301659428623,0.9043301659428622,1.0,2,3,1,1,0.0,0
003B0806,1.0739087546421076,0.869634595442606,1.25,3,2,1,2,0.0,0
003B58CA,1.2866947973045966,0.9305261693308364,1.4235537190082637,10,22,7,10,68.8881,84
003C0A30,2.953564940970068,0.9845216469900226,3.0,3,2,1,1,0.0,0
003CEACC,5.612619358066679,0.9354365596777797,6.0,4,1,1,1,0.0,1
003D878C,2.5093298332151517,0.8364432777383839,3.0,3,2,1,1,0.0,0
003E2349,0.9342504989970465,0.9342504989970465,1.0,2,1,1,1,0.0,1
003E3458,2.800907191880314,0.9336357306267713,3.0,3,2,2,1,0.0,2
003EB816,5.144905783155817,0.8574842971926362,6.0,4,2,1,1,0.0,0
003ECE4A,2.608903786327818,0.869634595442606,3.0,3,1,1,1,0.6667,0
003ED82E,2.7510694561348528,0.917023152044951,3.0,3,1,1,1,0.375,2
003F6379,2.728911107112849,0.9407899852329712,2.9700000000000006,10,10,4,7,0.0,20
003F6696,1.139037199391666,0.8172873087987159,1.4081632653061225,4,7,1,4,0.0,0
00404F5A,2.6116022351587898,0.8705340783862633,3.0,3,1,1,1,1.0952,0
0041F32B,3.269653104565429,0.947336778383231,3.5567346938775515,11,35,15,17,142.333,700
0041FB55,2.079147862269757,0.8968703674688667,2.4897959183673466,6,7,3,5,0.0,3
00423402,2.414164698005873,0.8047215660019578,3.0,3,1,1,1,0.0,0
0042480C,1.049129116401402,0.844012784320197,1.25,3,2,1,2,0.0,8
0043170B,1.8718973709657987,0.9318012897905463,2.0,3,2,1,1,0.0,0
0043B45C,9.072506624853496,0.9072506624853496,10.0,5,2,1,1,0.0,0
0043B975,0.4121955249311559,0.9274399310951008,0.4444444444444444,2,3,2,2,0.0,0
00450942,1.2434499914097836,0.8852713610942382,1.4444444444444446,4,3,3,2,0.0,0
0045A8D0,5.809350957498305,0.9250855480459245,6.444444444444445,6,3,3,2,0.0,10
0045C965,5.883428326317585,0.9805713877195975,6.0,4,1,1,1,0.0,0
0046881A,2.0033805843580335,0.9514946855925361,2.1322314049586777,9,11,1,4,3.3333,1
00475825,2.798591820425963,0.9328639401419877,3.0,3,1,1,1,0.75,0
0047FB13,1.347786777011962,0.9104727907815232,1.5802469135802473,6,9,6,7,1.0,22
0048730D,0.6675818985517153,0.9144429102963136,0.7911111111111109,7,15,7,7,5.4227,31
00499893,0.5384091302429442,0.9293240531189519,0.611111111111111,4,6,5,4,0.0,13
0049F913,0.9043301659428622,0.9043301659428622,1.0,2,1,1,1,0.0,0
004A418E,2.4335300610084274,0.8111766870028091,3.0,3,1,1,1,48.6667,0
004A5A26,0.386430671832769,0.9454286347394572,0.40997229916897465,8,19,2,8,0.0,5
004AF8BD,2.7552597658273035,0.9184199219424346,3.0,3,1,1,1,0.0,0
004B55D8,5.724025753330079,0.9540042922216798,6.0,4,2,1,1,0.0,3
004BEC3A,2.1559569307517195,0.9422743795387095,2.399305555555557,11,24,8,10,100.875,234
004C2A7E,0.873705767627152,0.873705767627152,1.0,2,2,1,1,0.0,0
004C57D6,2.655521640220712,0.8851738800735706,3.0,3,2,1,1,0.0,0
004C820F,1.2493066326252482,0.9471113059711721,1.3587257617728516,15,38,13,21,0.0,167
004D4A0C,0.9176943171788262,0.9176943171788262,1.0,2,1,1,1,0.0,1
004DB904,2.845969902901987,0.8770239543171201,3.333333333333334,5,3,1,2,0.0,0
004E47D2,2.9478128538928305,0.9826042846309435,3.0,3,2,2,1,0.0,1
004EDF4D,5.552523897040847,0.9254206495068078,6.0,4,1,1,1,0.0,0
00505CFB,2.687294325541139,0.8957647751803797,3.0,3,1,1,1,0.0,0
0050777E,0.9356262525386672,0.9356262525386672,1.0,2,1,1,1,0.0,0
0050BADC,0.6883986828341269,0.9178649104455023,0.75,3,2,2,2,0.0,0
0051921E,3.734134141893124,0.8962187098904593,4.125,5,4,2,4,22.9833,1
0051CF6D,1.969056282583586,0.9333435487866921,2.1322314049586772,12,11,6,7,0.0,26
0051E03F,1.7292775171433956,0.9249754467143845,1.9999999999999996,6,6,4,3,12.5667,1
0052790D,3.506569647897925,0.9165696177618586,3.938775510204081,10,7,4,3,0.0,0
00535DFC,2.6989361006891777,0.8996453668963925,3.0,3,2,1,1,0.0,0
00544C8B,0.9448866289394513,0.9448866289394513,1.0,2,2,1,1,0.0,0
0054959D,0.8755450047704973,0.8755450047704973,1.0,2,1,1,1,0.0,1
00555A2A,1.0776706934707243,0.8772301856362547,1.25,3,2,2,2,65.8393,0
005568E6,2.72320828824547,0.9077360960818233,3.0,3,1,1,1,0.0,5
0055CF35,2.851175116250969,0.8952720621869383,3.25,4,2,1,1,0.0,7
00560CF9,9.327133210577951,0.932713321057795,10.0,5,2,1,1,0.0,0
0057972C,9.21748446231799,0.9217484462317991,10.0,5,2,2,1,0.0,1
0057ABE7,2.6531379356069547,0.884379311868985,3.0,3,2,1,1,0.0,0
0058772F,0.9548299366689268,0.9548299366689268,1.0,2,1,1,1,0.0,0
0059BD99,0.6290633983204872,0.8387511977606497,0.75,3,2,2,2,0.0,5
0059CB24,2.528942067354615,0.8480500731185674,3.109375,5,8,5,5,1.0,38
005A1148,2.2893529964631516,0.9157411985852606,2.5,5,4,1,2,0.0,1
005A67E7,7.323610934719351,0.9138866480919364,8.0,5,2,2,1,0.0,0
005A72E3,2.990388675849209,0.9243125758564131,3.25,4,2,1,2,0.0,0
005B2E87,1.6428450421207537,0.9556510365082391,1.7396449704142014,9,13,6,7,0.0,24
005B7CDE,1.7197818103483131,0.9241398189761094,1.9259259259259256,9,9,3,6,0.0,0
005BA575,1.7240171009553706,0.8566898792767117,1.97,5,10,6,5,0.0,96
005C32E4,4.624347892709293,0.9736623121760068,4.75,5,2,1,2,2.1667,2
005C3FAF,0.8675602403155742,0.8675602403155742,1.0,2,1,1,1,0.0,1
005D4E88,3.5624982434612953,0.8528239442083552,4.222222222222222,5,3,2,3,0.0,34
005D8B1E,2.3086058240206775,0.9277837326029548,2.5397923875432538,11,17,9,7,127.833,185
005DC669,0.3631829565873946,0.8171616523216378,0.4444444444444444,2,3,2,2,6.5,1
005E6513,2.8535191240361764,0.9511730413453923,3.0,3,2,2,2,0.0,0
005EC9B4,1.3403613017277922,0.9221983204238051,1.4320987654320987,6,9,4,4,3.1429,13
005F2544,9.074500578378288,0.9074500578378286,10.0,5,1,1,1,2.0,0
006014AC,2.3973235880754107,0.9589294352301642,2.5,5,2,1,2,25.0833,2
00601954,2.581620522625326,0.9485555207717743,2.83,10,10,7,7,0.0,45
0061903C,0.8898160616137463,0.8898160616137463,1.0,2,1,1,1,0.0,0
0061B774,2.701235645425407,0.900411881808469,3.0,3,1,1,1,0.0,0
0061E1C3,2.308402125673158,0.932896222104441,2.4693877551020407,5,7,2,3,0.75,2
00625116,5.703187617708609,0.9041965479461703,6.5,6,2,1,1,0.0,0
0062D071,2.611915591432879,0.8706385304776263,3.0,3,2,2,2,0.0,0
0062D5F5,9.029207966776756,0.9029207966776756,10.0,5,3,2,2,7.3333,34
0062EEBD,2.805345891095815,0.9351152970319383,3.0,3,1,1,1,0.0,0
00631888,2.897841244975785,0.9379019944636025,3.2802768166089975,14,34,13,16,176.778,262
006375B2,2.411975037285149,0.9675815148370442,2.704861111111105,22,48,12,18,0.0,234
00637DDA,2.6650702866306686,0.8883567622102229,3.0,3,2,2,1,4.25,0
0063BA78,2.948641138337835,0.911644819345034,3.25,8,4,3,3,28.8833,5
0063F2A0,2.6892778408341327,0.8964259469447109,3.0,3,1,1,1,0.0,0
0064019B,0.5377732170132927,0.7170309560177237,0.75,3,2,2,2,0.0,0
006412A5,0.6863071659248623,0.9150762212331497,0.75,3,2,2,2,0.0,0
006457A2,4.642878331025916,0.9165005039246608,5.086419753086421,9,9,2,5,0.0,1
00648C37,2.3370469791592474,0.9176356633000601,2.555555555555556,4,3,1,3,0.0,0
0065AF62,2.424152243266921,0.9626631499820463,2.6,6,5,3,2,44.1981,55
0065B440,0.08431417262488552,0.8993511746654456,0.09375,4,8,6,3,2.8333,42
00660B88,2.645874397913764,0.8920957238106209,3.125,7,4,2,4,0.0,85
00664EB4,2.702410017836648,0.9008033392788827,3.0,3,1,1,1,0.0,0
0066A6B2,0.6161600719397142,0.9242401079095712,0.6666666666666667,4,3,2,1,0.0,0
0066A8A9,6.155596028905244,0.9322221091232494,6.6875,7,4,1,2,0.0,4
0066B291,5.553499308947978,0.9646869502590525,5.775510204081634,12,7,3,4,0.0,0
0067E848,5.6544786084673575,0.9424131014112263,6.0,4,1,1,1,0.0,0
006808E6,2.0347606643819303,0.9403796013406462,2.1944444444444433,8,6,5,5,44.125,2
00681199,3.1060605143694646,0.889853259017342,3.5,5,2,2,2,0.0,16
0068DE67,3.011597135804431,0.9012959310342152,3.4285714285714293,8,7,3,5,0.0,122
0068F100,0.9075044149441346,0.9075044149441346,1.0,2,1,1,1,42.3198,1
00694804,0.26943616953383953,0.8083085086015187,0.3333333333333333,3,3,2,2,0.0,0
00696A18,1.1479499435049685,0.919871275659033,1.25,3,2,2,2,0.0,0
006B0607,2.0353305090568576,0.9213992032524897,2.2809917355371896,8,11,4,7,0.0,21
006B30E7,8.803494293456806,0.8803494293456805,10.0,5,1,1,1,0.0,0
006B3B48,5.850200439423963,0.9750334065706605,6.0,4,1,1,1,125.444,0
006B4C20,0.8171616523216378,0.8171616523216378,1.0,2,2,2,1,277.586,0
006B882D,0.7005491403210835,0.9277357540297908,0.75,4,4,1,2,0.0,3
006BCB15,0.6776738948149809,0.9035651930866412,0.75,3,2,2,1,0.0,0
006BF23A,8.592909893544252,0.8592909893544254,10.0,5,2,2,1,4.5,14
006C1442,8.929688982101593,0.8929688982101593,10.0,5,1,1,1,0.0,0
006C2812,3.135085893836261,0.9292807078983032,3.47222222222222,10,6,2,3,0.0,4
006CEAEF,2.031434515682199,0.9350701309860793,2.2500000000000004,5,10,2,3,0.0,8
006D98C5,3.0391883459569553,0.9273668129182852,3.375,5,4,4,2,0.0,6
006E6056,5.4639255563889915,0.9106542593981654,6.0,4,1,1,1,442.011,0
006EB606,0.8898160616137463,0.8898160616137463,1.0,2,1,1,1,0.0,4
006F8B25,2.7829548831014974,0.9276516277004992,3.0,3,1,1,1,0.0,0
006FA76B,0.9355119574233721,0.9355119574233721,1.0,2,2,2,1,12.2,11
006FB7E3,0.9176943171788262,0.9176943171788262,1.0,2,2,1,1,2.2333,0
006FD660,0.9050681832702674,0.9050681832702674,1.0,2,1,1,1,0.0,0
006FE84F,2.74126492275088,0.9137549742502933,3.0,3,1,1,1,0.0,2
00702A37,0.9176943171788262,0.9176943171788262,1.0,2,1,1,1,76.0571,0
0071B923,2.95958602818554,0.9865286760618467,3.0,3,2,1,1,2.6875,0
0071EC11,0.85733645773969,0.9170887358039848,0.979591836734694,7,7,6,4,68.149,26
0071FC07,4.955835971769038,0.9336230125702413,5.280000000000001,7,5,2,3,0.0,0
00721836,2.5210237037989423,0.8403412345996474,3.0,3,1,1,1,0.0,0
0072320D,3.4238781931824365,0.9287701845703434,3.765625,6,8,4,6,11.8431,23
00731AEB,5.693110889876965,0.948851814979494,6.0,4,1,1,1,1.45,0
00736313,5.954227603998239,0.9228523190688537,6.440000000000001,6,5,1,1,0.0,0
007379FA,5.675236466204591,0.8852760634196019,6.666666666666667,7,3,1,3,0.0,0
0073E3EC,1.2200434128530189,0.8427437612075449,1.5555555555555556,4,6,6,4,0.0,3
0074492F,2.0423865755725084,0.8169546302290034,2.5,5,4,3,2,0.0,2
00745A0F,5.341585166007871,0.890264194334645,6.0,4,1,1,1,0.0,0
00751749,2.338810320728393,0.7796034402427976,3.0,3,1,1,1,0.0,0
00753D60,2.5831533881762647,0.8610511293920882,3.0,3,1,1,1,0.0,0
0076AF5A,0.9127381264108997,0.9127381264108997,1.0,2,1,1,1,12.0,10
0076BC63,3.163836655430455,0.9265989497970024,3.5306122448979593,6,7,6,5,6.4167,21
0076CA5B,0.7669463789709923,0.7669463789709923,1.0,2,2,1,1,0.0,0
0077154D,2.8620733939596628,0.954024464653221,3.0,3,1,1,1,0.0,0
0078420F,5.616197326157216,0.9360328876928692,6.0,4,1,1,1,0.0,0
0078FE78,1.6134817041983456,0.8567168683762121,1.8125,5,4,2,4,17.8333,23
0078FF27,2.5831533881762647,0.8610511293920882,3.0,3,2,1,1,0.0,0
007900D3,1.3828565427969421,0.9534264980387176,1.4489795918367354,9,7,1,4,0.0,2
0079010F,1.209743037602472,0.9148303907185165,1.3719008264462809,6,11,8,4,0.0,9
0079A797,0.922172554087206,0.922172554087206,1.0,2,1,1,1,0.0,0
0079B329,1.0797018705926889,0.9106389413861256,1.231404958677686,7,11,7,4,4.4167,9
0079B8D0,2.607450715597984,0.9171119149553375,2.962962962962962,8,9,4,5,0.0,7
0079F40B,5.0680328585767525,0.8446721430961254,6.0,4,2,1,1,2.5,0
007A2917,2.6398300576973637,0.8799433525657879,3.0,3,2,1,1,2.0,0
007A2B4F,0.6790498020674152,0.9053997360898869,0.75,3,2,2,2,0.0,1
007A4F3D,0.9242733544395826,0.9242733544395826,1.0,2,1,1,1,11.3333,1
007BCC12,1.1090836568898006,0.8636536444439783,1.32,4,5,4,1,1.95,2
007BE0B9,2.8232896623491053,0.9410965541163684,3.0,3,1,1,1,0.0,0
007D55A7,0.922172554087206,0.922172554087206,1.0,2,2,1,1,0.3333,0
007DE2E1,0.1977369025808325,0.8898160616137463,0.2222222222222222,2,3,2,3,0.0,0
007DF813,1.4955511147235883,0.8797180135888423,1.6875,7,4,2,4,8.6524,11
007F2313,0.9392053630780144,0.869634595442606,1.08,3,5,2,5,0.0,0
007F447F,4.111390814240713,0.8949157951468817,4.444444444444445,6,3,1,2,4.8333,0
007F677E,2.5683455271969646,0.8561151757323217,3.0,3,2,1,1,3.9667,0
007FA7B5,2.6090917371288667,0.8696972457096224,3.0,3,2,1,1,15.75,0
007FC447,0.6541500604605514,0.8722000806140685,0.75,3,2,2,1,48.8333,0
008054BE,2.8846029078433317,0.9615343026144438,3.0,3,2,1,1,0.0,2
00807775,5.402814131681999,0.900469021947,6.0,4,2,1,1,0.0,0
0080A17A,4.196877655146204,0.9052132810147736,4.75,5,2,2,2,0.0,0
0080D6EF,0.9573777396463926,0.9304249750363975,1.04,6,5,2,4,25.0,3
0080E340,0.6393027708679022,0.9589541563018533,0.6666666666666667,4,3,1,1,0.0,0
0081574A,3.5616692541907895,0.9031734872900088,4.083333333333333,7,6,2,4,0.0,12
0081BD8C,3.1186278917296675,0.881249651600552,3.4444444444444438,5,6,1,3,0.0,4
0082155E,5.444186652139338,0.9073644420232231,6.0,4,1,1,1,0.0,0
0082B2E8,5.875823854453485,0.9793039757422476,6.0,4,1,1,1,0.0,0
00835C17,0.5831212189106769,0.7774949585475693,0.75,3,2,1,1,0.0,1
00837BA8,2.608903786327818,0.869634595442606,3.0,3,1,1,1,0.0,0
00843CB9,0.6813978756877386,0.9085305009169848,0.75,3,2,1,1,0.0,55
00847155,5.4221009896777135,0.9036834982796189,6.0,4,1,1,1,222.0,1
0084B031,5.87567093847663,0.9213514551234687,6.5,6,2,2,2,0.0,0
0085D46A,4.3392142773163656,0.9284851723924584,4.75,5,2,2,2,0.5,1
00862132,2.1116469185055258,0.9267638133157963,2.3055555555555545,9,6,5,4,0.0,12
00864F7D,2.4217496070568423,0.9509133000241607,2.64,11,10,4,5,50.4333,8
008656B3,0.8675602403155742,0.8675602403155742,1.0,2,1,1,1,0.9,0
00879722,4.243215369289777,0.9641653491187423,4.512345679012345,17,18,8,12,81.1333,188
00881CE8,5.4895270645943,0.9149211774323833,6.0,4,1,1,1,9.0,7
008820C9,1.9455267802525658,0.921789225503444,2.1423611111111107,12,24,5,12,409.402,267
008822AF,1.4526465401480602,0.9243596714654704,1.7190082644628095,9,11,6,6,0.0,15
0088B7E4,2.7450029580856743,0.9150009860285581,3.0,3,1,1,1,13.9,0
0088D0C0,1.7161271350076819,0.8778684397609323,2.0123456790123457,5,9,7,5,0.0,51
0089026B,1.272215457491044,0.9096352560639477,1.4722222222222225,5,6,3,3,3.1881,2
00895A8D,3.9448815133880832,0.9008316240385941,4.5714285714285685,9,7,5,6,0.0,14
008979C3,2.5210237037989423,0.8403412345996474,3.0,3,2,1,1,0.5,0
