author_id,sterling_no,home_grown,diversity,total_topics,total_publications,no_of_paper_venues,total_active_year,h-index,total_cites
008A617C,1.1311305991698832,0.9178294091383222,1.25,3,2,2,2,2.1667,1
008B7730,0.7669463789709923,0.7669463789709923,1.0,2,1,1,1,0.0,0
008D2BF7,0.943226029435427,0.943226029435427,1.0,2,2,1,1,0.0,0
008D8202,1.0015585717351536,0.9394032530775055,1.0612244897959187,8,7,1,4,0.0,3
008DE88E,0.7373401985318083,0.9831202647090778,0.75,3,2,1,1,6.6667,0
008EC593,0.4090298872756148,0.9376530097039102,0.48828125,7,16,8,11,140.643,19
008F8067,0.18543834889229588,0.9357293044735062,0.2,3,5,2,4,0.0,0
008F9528,0.873705767627152,0.873705767627152,1.0,2,2,1,1,0.0,0
0090A35D,0.09805939827859653,0.8171616523216378,0.12,2,5,3,4,59.6167,5
009184B4,0.21516630088880392,0.9042654297690581,0.24489795918367344,4,7,4,5,4.4167,8
00935DE3,0.7746620510312707,0.7746620510312707,1.0,2,2,2,2,0.0,6
0094434D,0.08461540047203613,0.676923203776289,0.125,2,4,4,3,22.3333,2
00945E4B,0.4171557986747292,0.9386005470181407,0.4444444444444444,2,3,2,2,0.0,1
00949CA2,0.3261084935990197,0.9139207557257378,0.37037037037037035,5,9,4,7,0.0,9
0094C53F,0.233660235803435,0.93464094321374,0.25,2,2,1,2,3.45,0
00956A05,0.1738949870803314,0.9274399310951008,0.1875,2,4,1,2,0.0,0
0096A716,0.18485467088791652,0.9242733544395826,0.2,2,5,2,3,0.0,8
0097FD22,0.1059605861711141,0.953645275540027,0.1111111111111111,2,3,2,3,0.0,3
009866D3,0.20429041308040946,0.8171616523216378,0.25,2,2,2,2,317.138,2
009ACB26,0.218426441906788,0.873705767627152,0.25,2,2,1,2,0.0,0
009B53DD,1.14300435045122,0.9274740994221373,1.25,3,2,1,2,0.0,0
009C0F5A,0.29065132242998754,0.9051490710653395,0.32,3,5,5,2,54.05,49
009CCA6D,0.31513585111440795,0.8867062550733616,0.3469387755102041,3,7,5,5,0.0,83
009D2ABC,0.7669463789709923,0.7669463789709923,1.0,2,2,1,1,0.0,0
009E62EC,0.27238721744054595,0.8171616523216378,0.3333333333333333,2,3,2,2,0.0,2
009FA024,0.07589813221290112,0.9107775865548133,0.08333333333333333,2,6,4,3,0.0,4
009FB163,0.5637694860210457,0.9159770943347256,0.6322314049586777,8,22,7,15,70.5298,85
00A0CD9F,0.7746620510312707,0.7746620510312707,1.0,2,1,1,1,0.3333,0
00A0E1CC,0.2207340713665064,0.8314330150435916,0.25,3,6,3,3,12.7631,0
00A135DB,0.4163966449682278,0.9450536668075227,0.44000000000000006,3,5,1,2,0.0,0
00A2E376,0.8029909952325376,0.8029909952325376,1.0,2,2,1,1,0.3077,0
00A2EC7A,0.1504273786169531,0.676923203776289,0.2222222222222222,2,3,1,3,0.0,0
00A3E567,0.22769439663870333,0.9107775865548133,0.25,2,2,2,2,0.0,9
00A41246,1.0096237249063968,0.8713124043664274,1.1487603305785126,6,11,6,9,0.0,30
00A46999,0.12521573534220282,0.7669463789709923,0.16326530612244897,2,7,1,6,0.0,3
00A47D36,0.7669463789709923,0.7669463789709923,1.0,2,3,2,2,0.0,0
00A4A5DC,0.3679909632305205,0.981309235281388,0.375,2,4,2,3,37.65,12
00A4F9A8,0.16923080094407225,0.676923203776289,0.25,2,2,2,2,9.7,2
00A60AD4,0.4732149256483851,0.9464298512967702,0.5,2,2,2,2,31.8333,12
00A7527D,0.7746620510312707,0.7746620510312707,1.0,2,2,2,1,0.75,8
00A805EE,0.12441765315059554,0.9357244330701039,0.1329639889196676,2,19,10,10,0.0,154
00A8805D,0.5042133470746767,0.8385363132638618,0.6115702479338844,5,11,5,7,1.0,33
00A8C808,0.30905645374473123,0.9138866480919364,0.3434903047091412,5,19,11,9,104.533,79
00A90753,0.3131680847052619,0.9395042541157858,0.3333333333333333,2,3,1,3,0.0,2
00A96826,0.3144019261251965,0.8207114245583182,0.39749999999999996,4,20,9,9,0.0,70
00A96FFD,0.8213929357512297,0.8213929357512297,1.0,2,1,1,1,0.0,0
00A9A5CA,0.676923203776289,0.676923203776289,1.0,2,3,1,2,0.1429,0
00AB0347,0.8675602403155742,0.8675602403155742,1.0,2,3,3,1,56.0,6
00ABC3AD,0.9803114390663333,0.9803114390663333,1.0,2,2,1,2,7.25,6
00AC3E79,0.24155470913800606,0.9662188365520242,0.25,2,2,2,1,0.0,0
00AC6686,0.344294244902787,0.7746620510312707,0.4444444444444444,2,3,1,2,0.0,0
00AD27A5,0.19366551275781768,0.7746620510312707,0.25,2,4,3,2,12.0,28
00AD329D,0.24502673065818503,0.9801069226327401,0.25,2,2,2,2,3.7333,2
00ADE11B,0.23715346127590647,0.9307945481330255,0.2755102040816327,3,14,7,10,0.5,66
00ADEE3C,2.635249218641518,0.8784164062138393,3.0,3,1,1,1,1.5,0
00AF6FAD,0.9075044149441346,0.9075044149441346,1.0,2,1,1,1,0.0,0
00AFBED8,0.8029909952325376,0.8029909952325376,1.0,2,2,1,1,0.0,0
00AFC9C7,0.36926643286425154,0.8745423773767557,0.4375,3,4,4,4,14.7222,38
00B0399B,0.3090376610180753,0.8938471764221397,0.346938775510204,4,7,1,6,0.0,4
00B1EA42,0.44018577860039887,0.8803715572007977,0.5,2,2,1,1,0.0,0
00B3022C,1.4413515537200126,0.9609010358133417,1.5,4,2,2,2,0.0,0
00B3D38A,0.8675602403155742,0.8675602403155742,1.0,2,2,1,1,1.9262,0
00B3EAB8,0.7485488277127098,0.9313968292050839,0.8326446280991736,7,22,6,10,318.883,209
00B448E7,0.4130371037484886,0.9610000834868985,0.4285714285714285,4,7,6,5,0.0,46
00B5D0CA,0.6876808449736536,0.9169077932982047,0.75,3,2,1,1,0.0,0
00B78B1E,0.35688488677001673,0.8029909952325376,0.4444444444444444,2,3,2,2,0.0,0
00B793BE,0.9045473300264749,0.9045473300264749,1.0,2,1,1,1,0.0,0
00B94876,0.966137636605571,0.966137636605571,1.0,2,1,1,1,0.0,0
00BA1DCF,0.21980444650702907,0.9158518604459546,0.24000000000000002,4,5,5,5,224.039,2
00BE10F8,0.436852883813576,0.873705767627152,0.5,2,2,1,2,1.0,2
00BEE616,0.3082452100311954,0.8770339241944883,0.34911242603550297,4,13,2,9,0.0,37
00C3C95E,0.6766030727780816,0.789263541241693,0.8888888888888888,3,6,1,2,0.0,4
00C54497,0.922172554087206,0.922172554087206,1.0,2,1,1,1,0.0,0
00C56E5E,0.7746620510312707,0.7746620510312707,1.0,2,1,1,1,0.0,0
00C594AC,0.6527047761472236,0.927961132429311,0.7160493827160495,6,9,1,8,20.0,4
00C76D91,0.9197848532696198,0.9197848532696198,1.0,2,1,1,1,0.0,0
00C782E0,0.3271030784271293,0.981309235281388,0.3333333333333333,2,6,4,4,139.583,47
00C83CA2,1.7574628488783794,0.8493631779126517,2.0,3,2,2,2,4.2833,0
00CA33E3,0.676923203776289,0.676923203776289,1.0,2,1,1,1,0.0,0
00CA9E0A,0.8252858151600424,0.9357293044735062,0.8888888888888888,3,3,3,2,0.0,4
00CBBA68,0.7669463789709923,0.7669463789709923,1.0,2,2,1,1,0.6667,0
00CCE3A9,0.922172554087206,0.922172554087206,1.0,2,2,1,1,0.0,0
00CD1BDC,0.9497924169271246,0.9497924169271246,1.0,2,2,2,2,2.1667,2
00CD39FF,0.05041691194134081,0.9075044149441346,0.05555555555555555,2,6,2,6,9.4595,0
00CDA499,0.24130189915457945,0.868686836956486,0.27777777777777785,5,6,5,4,0.0,1
00CE3EE9,0.49468939949454327,0.8977085462268137,0.5625,4,4,1,3,18.25,1
00CEA19F,0.6610380491408243,0.9593623142456512,0.6875,3,4,2,3,12.0833,0
00CEB2D3,0.9176943171788262,0.9176943171788262,1.0,2,1,1,1,0.0,1
00CECA9B,0.9176943171788262,0.9176943171788262,1.0,2,1,1,1,0.6667,0
00CF739B,0.2745201909841887,0.8364432777383839,0.32,3,5,2,3,2.6667,4
00D0245B,0.9143458000966803,0.9143458000966803,1.0,2,1,1,1,0.0,0
00D127F7,0.719473818110331,0.8705340783862633,0.7654320987654321,3,9,6,2,8.3762,44
00D13C35,0.7669463789709923,0.7669463789709923,1.0,2,1,1,1,0.0,0
00D144FD,0.8171616523216378,0.8171616523216378,1.0,2,2,1,1,0.0,1
00D26ED2,0.3271030784271293,0.981309235281388,0.3333333333333333,2,3,3,2,37.1381,0
00D53EEB,0.3492731387729557,0.8873157943831649,0.4228395061728394,5,18,9,8,237.861,57
00D5648E,0.19425930731727484,0.8741668829277368,0.2222222222222222,2,3,2,2,0.0,6
00D68AF4,0.873705767627152,0.873705767627152,1.0,2,1,1,1,5.0,5
00D6D4F3,0.37292607208265866,0.8828439444743806,0.44,3,5,4,4,0.0,18
00D741CF,0.7669463789709923,0.7669463789709923,1.0,2,2,1,1,3.0996,0
00D91909,0.8029909952325376,0.8029909952325376,1.0,2,1,1,1,0.0,0
00DA2591,0.21436202392448167,0.922455866880026,0.2400000000000001,8,20,9,11,0.0,191
00DADFCA,0.17348590862470986,0.925258179331786,0.1875,3,4,3,3,34.3333,6
00DBB3ED,0.9053573237110487,0.9053573237110487,1.0,2,2,1,1,2.1,0
00DBE43D,0.4483658341573331,0.811468185509293,0.5833333333333334,4,6,1,4,0.0,3
00DC0E58,0.2068955591459428,0.8275822365837712,0.25,2,2,2,2,11.25,5
00DC554C,0.09136007397569279,0.8826101362858297,0.10803324099722993,4,19,10,11,115.688,198
00DCA339,0.8029909952325376,0.8029909952325376,1.0,2,1,1,1,0.0,0
00DCC1CE,0.24337993106341874,0.8047215660019578,0.3125,3,4,3,4,0.0,4
00DDADE5,0.8675602403155742,0.8675602403155742,1.0,2,2,2,1,60.4556,4
00DDCA7C,0.3061585733992937,0.8047215660019578,0.4010416666666667,3,24,12,9,1.0,135
00DF164E,0.2582206836770902,0.7746620510312707,0.3333333333333333,2,3,2,1,0.3333,0
00E02E0E,0.23817458498365773,0.9526983399346309,0.25,2,2,1,2,0.0,1
00E040BA,0.18433107738112486,0.8752113637342341,0.2222222222222222,5,9,2,6,0.0,22
00E22545,0.21282342923968434,0.9577054315785795,0.2222222222222222,2,3,3,2,3.5,4
00E26AF3,1.3582746382074704,0.905516425471647,1.5,4,2,1,1,0.0,0
